Date,Schedule Rollup,STARS ID,Station Unique,Delay Type,Delay Category,Delay Subcategory,Charge Department,Trouble Code,Delay Total,Line,Incident Time,Incident Hour
11/14/2024,Weekday,A-88,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,3,1,18:16,18
11/14/2024,Weekday,A-34,33 St (632),External,Persons on Roadbed,,Police,PERSON ON ROADBED,1,6,08:38,8
11/14/2024,Weekday,A-10,Christopher St - Sheridan Square (133),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,1,00:09,0
11/14/2024,Weekday,A-28,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,06:13,6
11/14/2024,Weekday,A-49,137 St - City College (115),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,08:53,8
11/14/2024,Weekday,A-52,23 St (130),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,07:33,7
11/14/2024,Weekday,A-54,215 St (107),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),3,1,09:48,9
11/14/2024,Weekday,A-45,96 St (120),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,2,1,11:00,11
11/14/2024,Weekday,A-31,Flatbush Av - Brooklyn College (247),External,Sick/Injured Customer,,Public,ASSISTANCE REFUSED/UNFOUNDED,1,2,08:02,8
11/14/2024,Weekday,A-60,96 St (120),External,Sick/Injured Customer,,Public,SICK CUSTOMER,1,1,12:12,12
11/14/2024,Weekday,A-64,242 St - Van Cortlandt Park (101),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SWITCH TROUBLE,30,1,14:19,14
11/14/2024,Weekday,A-46,125 St (116),Internal,Subway Car,Braking,Division of Car Equipment,POOR BRAKING TRAIN,3,1,11:09,11
11/14/2024,Weekday,A-58,72 St (123),Internal,Track Failures,"Fire, Smoke, Debris",Division of MOW Track,FIRE/SMOKE CONDITIONS,1,3,12:46,12
11/14/2024,Weekday,A-76,181 St (111),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,11,1,16:21,16
11/14/2024,Weekday,A-102,191 St (110),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,23:19,23
11/14/2024,Weekday,A-38,125 St (225),Planned ROW Work,,,Division of MOW Engineering,SYSTEM MAINTENANCE EQUIPMENT,5,2,09:35,9
11/14/2024,Weekday,A-48,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Signals,GENERAL ORDER OPERATION,15,1,12:00,12
11/14/2024,Weekday,A-13,18 St (131),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,5,1,00:34,0
11/14/2024,Weekday,A-57,168 St (112),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,6,1,12:05,12
11/15/2024,Weekday,A-72,137 St - City College (115),External,External Debris on Roadbed,,Police,BIE-DEBRIS ON ROADBED,17,1,21:26,21
11/15/2024,Weekday,A-16,72 St (123),External,External Debris on Roadbed,,Police,DEBRIS ON ROADBED,2,2,06:40,6
11/15/2024,Weekday,A-75,South Ferry (142),External,Persons on Roadbed,,Police,PERSON ON ROADBED,4,1,20:41,20
11/15/2024,Weekday,A-19,168 St (112),External,"Public Conduct, Crime, Police Response",,Police,BIE-EMPLOYEE,18,1,08:25,8
11/15/2024,Weekday,A-63,Christopher St - Sheridan Square (133),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),14,1,18:37,18
11/15/2024,Weekday,A-64,Franklin St (136),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),6,1,19:44,19
11/15/2024,Weekday,A-81,14 St (132),External,"Public Conduct, Crime, Police Response",,Public,INTERIOR SOILED/DIRTY,2,1,22:09,22
11/15/2024,Weekday,A-39,Central Park North (110 St) (227),External,Sick/Injured Customer,,Police,SICK CUSTOMER,1,2,13:05,13
11/15/2024,Weekday,A-21,168 St (112),External,Sick/Injured Customer,,Public,SICK CUSTOMER,8,1,08:36,8
11/15/2024,Weekday,A-44,79 St (122),External,Sick/Injured Customer,,Public,SICK CUSTOMER,30,1,15:59,15
11/15/2024,Weekday,A-49,66 St - Lincoln Center (124),Internal,Other Internal,Service Delivery,OPS Training,BIE-AUTOMATIC SIGNAL,1,1,16:03,16
11/15/2024,Weekday,A-80,145 St (114),Internal,Other Internal,Service Delivery,OPS Training,BIE-AUTOMATIC SIGNAL,11,1,22:11,22
11/15/2024,Weekday,A-56,14 St (132),Internal,Subway Car,Other - CE,Division of Car Equipment,OBSTRUCTION/UNUSUAL INCIDENT,5,1,17:22,17
11/15/2024,Weekday,A-37,168 St (112),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,TRACK CIRCUIT FAILURE,1,1,12:33,12
11/15/2024,Weekday,A-22,34 St - Penn Station (128),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,3,1,07:34,7
11/15/2024,Weekday,A-46,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,4,1,14:50,14
11/15/2024,Weekday,A-61,96 St (120),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,3,1,17:37,17
11/15/2024,Weekday,A-83,137 St - City College (115),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,22:45,22
11/15/2024,Weekday,A-32,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,11,1,11:20,11
11/15/2024,Weekday,A-33,79 St (122),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,8,1,10:55,10
11/15/2024,Weekday,A-14,34 St - Penn Station (128),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,1,3,02:30,2
11/15/2024,Weekday,A-8,191 St (110),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,8,1,00:19,0
11/18/2024,Weekday,A-46,23 St (130),External,"Public Conduct, Crime, Police Response",,Police,GUARD LIGHT TROUBLE,7,1,12:23,12
11/18/2024,Weekday,A-50,191 St (110),External,"Public Conduct, Crime, Police Response",,Police,GUARD LIGHT TROUBLE,2,1,13:39,13
11/18/2024,Weekday,A-36,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,06:13,6
11/18/2024,Weekday,A-37,Chambers St (137),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,06:05,6
11/18/2024,Weekday,A-38,215 St (107),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,1,09:49,9
11/18/2024,Weekday,A-93,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,23:56,23
11/18/2024,Weekday,A-71,34 St - Penn Station (128),External,"Public Conduct, Crime, Police Response",,Public, **VOID - USE 0402**,1,1,18:40,18
11/18/2024,Weekday,A-19,Chambers St (137),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,1,1,06:43,6
11/18/2024,Weekday,A-11,242 St - Van Cortlandt Park (101),Internal,Stations & Structure,,Division of Station Environment,DELAYED BY REFUSE COLLECTOR,1,1,03:12,3
11/18/2024,Weekday,A-10,79 St (122),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,4,1,00:06,0
11/18/2024,Weekday,A-60,28 St (129),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,7,1,15:11,15
11/18/2024,Weekday,A-2,34 St - Penn Station (128),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,7,3,00:10,0
11/18/2024,Weekday,A-48,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,1,1,10:19,10
11/18/2024,Weekday,A-91,Dyckman St (109),Planned ROW Work,,,MTA Construction & Development,DELAYED BY TRACK/WORK GANGS,1,1,23:15,23
11/19/2024,Weekday,A-19,238 St (103),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,3,1,12:00,12
11/19/2024,Weekday,A-15,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,1,01:45,1
11/19/2024,Weekday,A-66,103 St (119),External,"Public Conduct, Crime, Police Response",,Police,EMPLOYEE ASSAULTED BY CUST.,7,1,20:27,20
11/19/2024,Weekday,A-18,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,06:13,6
11/19/2024,Weekday,A-34,191 St (110),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,1,11:59,11
11/19/2024,Weekday,A-14,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Public,UNRULY PERSON(S),1,1,00:09,0
11/19/2024,Weekday,A-26,137 St - City College (115),Internal,Other Internal,Other Internal Disruptions,Automatic Train Supervision,AUTOMATIC TRAIN SUPV,9,1,09:13,9
11/19/2024,Weekday,A-74,23 St (130),Internal,Other Internal,Service Delivery,Division of Service Delivery,T/O OVER RUNNING THE STATION,5,1,21:39,21
11/19/2024,Weekday,A-53,231 St (104),Internal,Other Internal,Service Delivery,OPS Training,T/O OVER RUNNING THE STATION,4,1,16:33,16
11/19/2024,Weekday,A-35,137 St - City College (115),Internal,Subway Car,Door-Related,Division of Car Equipment,GUARD LIGHT TROUBLE,1,1,11:37,11
11/19/2024,Weekday,A-45,72 St (123),Internal,Subway Car,Door-Related,Division of Car Equipment,GUARD LIGHT TROUBLE,2,1,15:14,15
11/19/2024,Weekday,A-36,South Ferry (142),Internal,Track Failures,"Fire, Smoke, Debris",Division of MOW Track,BIE-DEBRIS ON ROADBED,43,1,12:10,12
11/19/2024,Weekday,A-48,28 St (129),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,8,1,15:18,15
11/19/2024,Weekday,A-64,14 St (132),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,3,1,18:35,18
11/19/2024,Weekday,A-9,157 St (113),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,3,1,00:40,0
11/19/2024,Weekday,A-33,215 St (107),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,15,1,10:41,10
11/19/2024,Weekday,A-8,50 St (126),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,6,1,00:40,0
11/20/2024,Weekday,A-74,South Ferry (142),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,3,1,21:06,21
11/20/2024,Weekday,A-57,Winthrop St (243),External,External Debris on Roadbed,,Public,BIE-DEBRIS ON ROADBED,10,5,17:45,17
11/20/2024,Weekday,A-15,3 Av - 149 St (221),External,Persons on Roadbed,,Police,*BIE-PERSON STRUCK/DECEASED,3,2,05:57,5
11/20/2024,Weekday,A-41,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,2,1,12:15,12
11/20/2024,Weekday,A-35,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,05:41,5
11/20/2024,Weekday,A-71,191 St (110),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),5,1,21:18,21
11/20/2024,Weekday,A-13,96 St (120),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,1,1,04:22,4
11/20/2024,Weekday,A-18,72 St (123),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,11,1,07:06,7
11/20/2024,Weekday,A-19,96 St (120),Internal,Signal Failures,Other - Sig,Division of MOW Signals,BIE-HOME SIGNAL,5,1,07:13,7
11/20/2024,Weekday,A-26,Times Square - 42 St (127),Internal,Subway Car,Other - CE,Division of Car Equipment,*INJURED EMPLOYEE,2,1,08:12,8
11/20/2024,Weekday,A-44,South Ferry (142),Internal,Track Failures,"Fire, Smoke, Debris",Division of MOW Track,FIRE/SMOKE CONDITIONS,5,1,14:29,14
11/20/2024,Weekday,A-2,14 St (132),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,3,2,00:01,0
11/20/2024,Weekday,A-56,28 St (129),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,13,1,16:32,16
11/20/2024,Weekday,A-38,238 St (103),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,7,1,09:41,9
11/20/2024,Weekday,A-7,14 St (132),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,6,1,00:25,0
11/21/2024,Weekday,A-49,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,1,1,13:49,13
11/21/2024,Weekday,A-18,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,1,1,05:17,5
11/21/2024,Weekday,A-82,Christopher St - Sheridan Square (133),External,"Public Conduct, Crime, Police Response",,Police,GUARD LIGHT TROUBLE,11,1,19:40,19
11/21/2024,Weekday,A-43,72 St (123),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),10,1,12:58,12
11/21/2024,Weekday,A-42,103 St (119),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,2,1,12:30,12
11/21/2024,Weekday,A-24,181 St (111),External,Sick/Injured Customer,,Public,SICK CUSTOMER,42,1,07:50,7
11/21/2024,Weekday,A-17,242 St - Van Cortlandt Park (101),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,15,1,05:43,5
11/21/2024,Weekday,A-89,96 St (120),Internal,Track Failures,"Fire, Smoke, Debris",Division of MOW Track,FIRE/SMOKE CONDITIONS,14,3,21:01,21
11/21/2024,Weekday,A-51,28 St (129),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,6,1,14:41,14
11/21/2024,Weekday,A-32,207 St (108),Planned ROW Work,,,Division of MOW Engineering,SYSTEM MAINTENANCE EQUIPMENT,13,,11:00,11
11/21/2024,Weekday,A-10,79 St (122),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,17,1,00:07,0
11/21/2024,Weekday,A-83,168 St (112),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,6,1,19:58,19
11/22/2024,Weekday,A-25,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,4,1,07:41,7
11/22/2024,Weekday,A-9,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,2,1,03:05,3
11/22/2024,Weekday,A-102,Christopher St - Sheridan Square (133),External,Persons on Roadbed,,Police,PERSON ON ROADBED,2,1,23:16,23
11/22/2024,Weekday,A-101,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),7,1,22:20,22
11/22/2024,Weekday,A-23,125 St (116),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,06:54,6
11/22/2024,Weekday,A-57,96 St (120),External,Sick/Injured Customer,,Public,ASSISTANCE REFUSED/UNFOUNDED,8,1,14:46,14
11/22/2024,Weekday,A-2,Times Square - 42 St (127),Internal,Other Internal,Service Delivery,Division of Service Delivery,COMFORT RELIEF,2,1,00:47,0
11/22/2024,Weekday,A-29,242 St - Van Cortlandt Park (101),Internal,Other Internal,Service Delivery,Division of Service Delivery,SICK EMPLOYEE,2,1,06:13,6
11/22/2024,Weekday,A-77,Chambers St (137),Internal,Other Internal,Service Delivery,Division of Service Delivery,T/O OVER RUNNING THE STATION,3,1,19:54,19
11/22/2024,Weekday,A-70,Rector St (R26),Internal,Other Internal,Service Delivery,OPS Training,BIE-EMPLOYEE,1,1,18:44,18
11/22/2024,Weekday,A-44,238 St (103),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,5,1,12:48,12
11/22/2024,Weekday,A-11,Christopher St - Sheridan Square (133),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,2,1,03:48,3
11/22/2024,Weekday,A-14,191 St (110),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,4,1,03:11,3
11/22/2024,Weekday,A-15,168 St (112),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,3,1,04:21,4
11/22/2024,Weekday,A-7,Chambers St (137),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,4,2,02:25,2
11/22/2024,Weekday,A-92,28 St (R18),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,1,1,20:46,20
11/22/2024,Weekday,A-16,103 St (119),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,3,1,01:11,1
11/22/2024,Weekday,A-17,Times Square - 42 St (127),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,4,1,01:18,1
11/22/2024,Weekday,A-42,137 St - City College (115),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,6,1,10:43,10
11/22/2024,Weekday,A-60,145 St (114),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,3,1,16:28,16
11/25/2024,Weekday,A-57,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,1,1,14:25,14
11/25/2024,Weekday,A-77,50 St (126),External,"Public Conduct, Crime, Police Response",,Police,FIRE/SMOKE CONDITIONS,13,1,20:53,20
11/25/2024,Weekday,A-17, (),External,"Public Conduct, Crime, Police Response",,Police,GRAFFITI,2,,05:33,5
11/25/2024,Weekday,A-21,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,06:28,6
11/25/2024,Weekday,A-36,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,06:13,6
11/25/2024,Weekday,A-37,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,1,1,06:35,6
11/25/2024,Weekday,A-63,96 St (120),External,"Public Conduct, Crime, Police Response",,Public,INTERIOR SOILED/DIRTY,3,1,17:27,17
11/25/2024,Weekday,A-30,Fulton St (229),External,Sick/Injured Customer,,Police,SICK CUSTOMER,2,3,08:05,8
11/25/2024,Weekday,A-50,207 St (108),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,1,1,12:27,12
11/25/2024,Weekday,A-51,Dyckman St (109),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,1,1,13:11,13
11/25/2024,Weekday,A-59,28 St (129),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,4,1,15:51,15
11/25/2024,Weekday,A-10,34 St - Penn Station (128),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,1,1,01:03,1
11/25/2024,Weekday,A-39,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,1,1,09:14,9
11/25/2024,Weekday,A-88,72 St (123),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,1,3,22:24,22
11/26/2024,Weekday,A-7,23 St (130),External,External Debris on Roadbed,,Public,BIE-DEBRIS ON ROADBED,3,1,00:51,0
11/26/2024,Weekday,A-20,191 St (110),External,"Public Conduct, Crime, Police Response",,Police,BIE-EBV-CUSTOMER,9,1,08:03,8
11/26/2024,Weekday,A-75,Christopher St - Sheridan Square (133),External,"Public Conduct, Crime, Police Response",,Police,BIE-EMPLOYEE,4,1,22:45,22
11/26/2024,Weekday,A-36,14 St (132),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),3,1,06:59,6
11/26/2024,Weekday,A-37,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,06:21,6
11/26/2024,Weekday,A-39,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,09:13,9
11/26/2024,Weekday,A-9,72 St (123),External,"Public Conduct, Crime, Police Response",,Public,BIE-EBV-CUSTOMER,2,1,01:44,1
11/26/2024,Weekday,A-48,238 St (103),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,2,1,16:53,16
11/26/2024,Weekday,A-73,96 St (120),External,Sick/Injured Customer,,Police,*INJURED CUSTOMER(S),16,3,22:16,22
11/26/2024,Weekday,A-38,Rector St (139),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SIGNAL TROUBLE,1,1,11:51,11
11/26/2024,Weekday,A-43,125 St (116),Internal,Subway Car,Door-Related,Division of Car Equipment,GUARD LIGHT TROUBLE,2,1,13:23,13
11/26/2024,Weekday,A-11,Times Square - 42 St (127),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,4,2,12:00,12
11/26/2024,Weekday,A-12,168 St (112),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,3,1,02:43,2
11/26/2024,Weekday,A-33,207 St (108),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,7,1,12:30,12
11/26/2024,Weekday,A-6,Wall St (230),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,1,4,01:25,1
11/26/2024,Weekday,A-42,28 St (R18),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,7,1,15:11,15
11/26/2024,Weekday,A-14,66 St - Lincoln Center (124),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,9,1,00:32,0
