Date,Sent To,Ticket ,RTO #,District,Line,Facility,Location,Type,Request,Entered by,Current Status,Completed Date,Comments,,
2/28/2020,Sta Env,2041099,SE200176,4,B,Brighton Beach,Women's Locker Room,repair,sink not working and also has a leak,,completed,3/5/2020,,,
2/28/2020,Sta Env,2041138,SE200177,4,B,Brighton Beach,Crew Room,replace,ceiling tile ,,completed,3/3/2020,,,
2/28/2020,Sta Env,2040994,SE200178,4,B,Brighton Beach,Crew Room,replace,4 dark lights in crew room and 1 in staricase,,completed,3/3/2020,,,
2/28/2020,Sta Env,2041186,SE200179,4,B,Brighton Beach,Crew Room,replace,emergency flood lights,,completed,3/3/2020,,,
2/28/2020,Sta Env,2040893,SE200180,5,B,Brighton Beach,Crew Room,repair,broken window in hallway,,completed,3/2/2020,,,
2/28/2020,Sta Env,2040918,SE200181,6,B,Brighton Beach,Dispatcher Office,repalce,do not enter sign,,completed,3/2/2020,,,
2/28/2020,Sta Env,2039132,SE200182,3,Q,Stillwell Avenue,Dispatcher Office,repair,broken door lock and handle,,completed,2/28/2020,,,
2/28/2020,Sta Env,2043107,SE200183,3,Q/FS,Prospect Park,Unisex restroom,repair,clogged toilet,,completed,3/16/2020,,,
2/28/2020,Quench,12718945,Q20005,1,1,240 Street Yard,Dispatcher Office,replace,filter in quench cooler,,completed,,,,
2/28/2020,Quench,12719002,Q20006,1,1,242 Street,Dispatcher Office,replace,"filter in quench cooler, scheduled for April",,completed,,,,
3/2/2020,Quench,12725714,Q20007,3,N,City Hall,Tower,repair,cooler #Q0087780 beeping & not dispensing water,,completed,3/4/2020,,,
3/2/2020,Vent cleaning,N/A,V2004,5,F,34 Street Master Tower,Men locker room,cleaning,dirty vents,,completed,3/6/2020,,,
3/2/2020,Vent cleaning,N/A,V2005,5,F,Jay Street,Tower/ Dispatcher office,cleaning,dirty vents,,completed,3/20/2020,,,
3/2/2020,Sta Env,157384,SE200184,1,1,South Ferry,Men Restroom,drain,sewing drain backing up,,completed,3/5/2020,,,
3/2/2020,Sta Env,2043112,SE200185,1,2,241 Street,Crew room,repair,emergency exit sign,,completed,3/3/2020,,,
3/2/2020,Sta Env,2043458,SE200186,5,G,Church Avenue,Men Restroom,repair,clogged sink and floor drain,,completed,3/9/2020,,,
3/2/2020,Sta Env,2043478,SE200187,5,G,Church Avenue,Women Restroom,repair,toilet leaking from the base of the commode,,completed,3/9/2020,,,
3/2/2020,Sta Env,2044187,SE200188,3,R ,Forest Hills 71 Avenue Continental,Switchmen shack,paint,scrape and paint,,completed,3/16/2020,,,
3/2/2020,Exterminator,N/A,E20008,5,G,Church Avenue,Men Locker Room,exterminate,roaches,,completed,4/1/2020,,,
3/3/2020,Exterminator,N/A,E20009,4,A,59 Street,Tower,exterminate,roaches and water bugs,,completed,3/15/2020,,,
3/3/2020,Sta Env,2044361,SE200189,Trns Ops,Trns Ops,Grand Central Platform Controllers,Crew room,repair,hot water heater,,completed,4/2/2020,,,
3/3/2020,Sta Env,2044374,SE200190,2,6,Grand Central Tower,Unisex restroom,replace,exhaust fan ,,completed,4/1/2020,,,
3/3/2020,Sta Env,2044377,SE200191,2,6,Grand Central Tower,T/O Crew Room,repair,electrical outlet ,,completed,3/5/2020,,,
3/3/2020,Sta Env,2047146,SE200192,4,A,Far Rockaway,Men restroom,repair,urinal leaking ,,completed,3/7/2020,,,
3/3/2020,Sta Env,2047336,SE200193,4,A,Far Rockaway,Dispatcher office,repair,floor tiles lifting up,,completed,3/5/2020,,,
3/3/2020,Sta Env,2046969,SE200194,4,A,Far Rockaway,Unisex restroom,repair,toilet paper dispenser,,completed,3/5/2020,,,
3/3/2020,Sta Env,2046776,SE200195,1,2,241 Street,Crew room,repair,clogged slop sink,,completed,3/5/2020,,,
3/3/2020,Sta Env,2046613,SE200196,3,D,Bedford Park,Men restroom,repair,3 clogged sinks ,,completed,3/11/2020,,,
3/3/2020,Sta Env,2047903,SE200197,4,M,Essex Street,Crew room,repair,loose floor tiles,,completed,3/13/2020,,,
3/4/2020,Sta Env,2048949,SE200198,Trns Ops,Trns Ops,Queens Plaza Platform Controllers,Crew Room,repair,600V heater not working,,completed,3/9/2020,,,
3/4/2020,Sta Env,2048924,SE200199,4,C,Euclid Avenue,Crew facilities,inspect ,foul odor,,completed,4/29/2020,,,
3/4/2020,Sta Env,2049034,SE200200,3,Q/FS,Prospect Park,Crew Room,repair,slow draining sink,,completed,3/8/2020,,,
3/4/2020,Sta Env,2048957,SE200201,3,Q/FS,Prospect Park,Crew Room,repair,broken door closer,,completed,3/12/2020,,,
3/4/2020,Sta Env,2048981,SE200202,3,N,City Hall,Tower,replace,emergency flood lights,,completed,4/2/2020,,,
3/4/2020,MOW,4200193,M20041,4,J,East New York Yard,Trailer,repair,clogged sink,,completed,4/24/2020,,,
3/4/2020,MOW,4200194,M20042,4,J,East New York Yard,Hand switch shack,replace,light bulbs out,,completed,4/24/2020,,,
3/4/2020,Sta Env,2049183,SE200203,5,F,2 Avenue,Dispatchers office,replace,missing exit sign,,completed,3/8/2020,,,
3/4/2020,Sta Env,2049191,SE200204,5,F,2 Avenue,Dispatchers office,repair,detached AC protection board,,completed,3/16/2020,,,
3/4/2020,Sta Env,158384,SE200205,4,J,Parsons Archer,SE Platform,repair,ceiling leak,,completed,3/10/2020,,,
3/5/2020,Sta Env,2050052,SE200206,1,1,South Ferry,Unisex restroom,repair,loose sink faucet,,completed,4/1/2020,,,
3/5/2020,Sta Env,2050057,SE200207,5,F,179 Street,Crew facility,repair,door magnet not locking,,completed,3/5/2020,,,
3/5/2020,Quench,12742780,Q20008,1,5,Unionport Tower,Tower,replace,filter in quench cooler,,completed,,,,
3/5/2020,Quench,12742793,Q20009,1,5,Unionport Tower,Tower,replace,filter in quench cooler,,completed,5/20/2020,,,
3/5/2020,Sta Env,2050118,SE200208,1,5,East 180 Street,Dispatchers office,replace,stained ceiling tiles,,completed,9/25/2020,,,
3/5/2020,Vent cleaning,N/A,V2006,1,5,East 180 Street,Employee restrooms,cleaning,dirty vents,,closed,4/28/2020,,,
3/5/2020,MOW,322517,M20043,3,D,Concourse Yard,Mens locker room,replace,lights out,,completed,3/8/2020,,,
3/5/2020,MOW,322518,M20044,3,D,Concourse Yard,Crew Room,repair,water leak by exit door,,closed unfounded,3/8/2020,,,
3/5/2020,MOW,322519,M20045,4,A,42 Street Port Authority,Cat Walk,secure,loose electrical wires,,completed,3/11/2020,,,
3/5/2020,Sta Env,1913330,SE200209,5,7,Main Street,Men restroom,repair,clogged sink,,completed,4/1/2020,,,
3/5/2020,Sta Env,2058210,SE200210,5,7,Main Street,Women Restroom,repair,toilet continuously running,,completed,4/1/2020,,,
3/5/2020,Sta Env,2057980,SE200211,5,7,Main Street,Crew room,repair,Kitchen sink runs while off,,completed,4/1/2020,,,
3/5/2020,Sta Env,2058016,SE200212,1,2,241 Street,Women Restroom,repair,loud ceiling heater,,completed,4/1/2020,,,
3/5/2020,Bergen,N/A,B20021,Sub C,Sub C,38 Street Yard ,Superintendent Office,fabricate,"100 signs ""stop the spread of germs""",,,,,,
3/6/2020,Sta Env,159194,SE200213,4,C,168 Street,Women Restroom,repair,toilet pipe leaking,,completed,3/10/2020,,,
3/6/2020,Bergen,N/A,B20022,3,R,Forest Hills 71 Avenue Continental,Superintendent Office,fabricate,retirement plaque for TO Robert Mooring,,completed ,3/10/2020,,,
3/6/2020,Material,N/A,MC20011,,,130 Livingston Street,Suoerintendent Office,material,12 purell dispensers,,completed ,9/4/2020,,,
3/6/2020,Sta Env,2068800,SE200214,1,1,South Ferry,Mens restroom,repair,toilet not flushing,,completed,4/9/2020,,,
3/6/2020,Sta Env,2068846,SE200215,3,B,145 Street,Employee locker rooms,replace,light bulbs,,completed,4/1/2020,,,
3/6/2020,Sta Env,2069003,SE200216,2,6,Pelham Bay Park,Women's Locker Room,replace,stained ceiling tiles,,completed,3/11/2020,,,
3/6/2020,Sta Env,2069062,SE200217,1,1,242 Street,Men's restroom,repair,leak between stalls,,completed,3/10/2020,,,
3/6/2020,Sta Env,2069047,SE200218,4,L,Canarsie Rockaway Parkway,Women's Locker Room,replace,light bulbs,,completed,3/12/2020,,,
3/6/2020,Sta Env,2069070,SE200219,3,Q,Stillwell Avenue,Dispatchers Office,repair,door not locking properly,,completed,3/8/2020,,,
3/6/2020,MOW,322520,M20046,1,2,239 Street Yard,"Lead 4B, Tracks 57 & 58",replace,light tower out,,completed,5/27/2020,,,
3/6/2020,MOW,322521,M20047,1,1,240 Street Yard,Bumper Block by Track 11,secure,loose handrail ,,completed ,5/1/2020,,,
3/9/2020,Sta Env,2070850,SE200220,4,A,207 Street,Crew Room,repair,sink faucet,,completed,3/10/2020,,,
3/9/2020,Bergen,N/A,B20023,3,R,Forest Hills 71 Avenue Continental,Superintendent Office,fabricate,plaque for Luciano Eustache/second request,,completed ,3/11/2020,,,
3/9/2020,Vent cleaning,33990,V2007,3,D,205 Street,Crew room,cleaning,dirty vents,,,,,,
3/10/2020,Sta Env,159485,SE200221,4,L,Canarsie Rockaway Parkway,Crew facility,repair,entrance door ,,completed,3/15/2020,,,
3/10/2020,Sta Env,2072570,SE200222,3,D,Bedford Park,Crew room,Repair,Kitchen Sink Leaking,,completed,3/10/2020,,,
3/10/2020,Quench,12761018,Q20010,3,B,145 Street,Crew room,replace,filter in quench cooler,,completed,,,,
3/11/2020,Quench,12765220,Q20011,2,4,Woodlawn,Crew room,replace,filter in quench cooler,,completed,5/20/2020,,,
3/11/2020,Sta Env,2074177,SE200223,3,R,Forest Hills 71 Avenue Continental,Switchmans shack,replace,ceiling tiles,,completed,7/27/2020,,,
3/11/2020,Sta Env,2074207,SE200224,3,R,Forest Hills 71 Avenue Continental,Switchmans shack,replace,floor tiles  ,,completed,7/27/2020,,,
3/11/2020,Sta Env,2074267,SE200225,2,4,Woodlawn,Crew Room,repair,install window on entrance door,,completed,3/21/2020,,,
3/11/2020,Sta Env,2074480,SE200226,1,1,42 Street Times Square,Tower,paint,peeling paint,,completed,10/14/2020,,,
3/11/2020,Sta Env,2074466,SE200227,4,M,Essex Street,Tower,replace,storage room door lock,,completed,3/12/2020,,,
3/11/2020,Sta Env,2074476,SE200228,1,1,South Ferry,Dispatcher,repair,tripped circuit breaker,,completed,4/1/2020,,,
3/12/2020,Sta Env,2075293,SE200229,2,6,Brooklyn Bridge,Tower,repair,sink leaking,,completed,5/19/2020,,,
3/12/2020,Sta Env,2040950,SE200230,2,3,New Lots Avenue,Platform,repair,Hole in the concrete,,completed,3/27/2020,,,
3/12/2020,Sta Env,2075481,SE200231,5,F,179 Street,Mens restroom,repair,urinal not flusing,,completed,4/2/2020,,,
3/12/2020,Sta Env,2075484,SE200232,5,F,179 Street,Mens & Womens restroom,repair,no hot water,,completed,3/16/2020,,,
3/12/2020,Sta Env,2074853,SE200233,2,4,Utica Avenue,Dispatcher  - Lower,repair,"door lock, A-Priority",,completed,3/12/2020,,,
3/13/2020,Bergen,N/A,B20024,,,130 Livingston Street,G.O. Unit,fabricate,plaque for William Bohnenberger,,completed,6/10/2020,,,
3/13/2020,Sta Env,2085937,SE200234,5,F,Parsons Boulevard,Tower,repair,unisex toilet clogged,,completed,3/16/2020,,,
3/13/2020,Sta Env,160944,SE200235,3,Q,Stillwell Avenue,Dispatchers office,repair,unisex restroom no lights,,completed,3/13/2020,,,
3/13/2020,Sta Env,160944,SE200236,3,Q,Stillwell Avenue,Dispatchers office,repair,Dimmer light switch loose,,completed,3/13/2020,,,
3/13/2020,Sta Env,2086055,SE200237,3,Q,Stillwell Avenue,Dispatchers office,repair,water leak from ceiling,,completed,3/19/2020,,,
3/13/2020,MOW,322522,M20048,2,4,Mosholu Yard,Tower,repair,broken water pipe,,completed,3/16/2020,,,
3/13/2020,Bergen,N/A,B20025,,,Rail Control Center,Superintendnet Office,fabricate,plaque for Erik A. Clarke,,completed,6/10/2020,,,
3/16/2020,Sta Env,2097766,SE200238,1,1,South Ferry,Dispatchers office,repair,clogged unisex toilet,,completed,3/23/2020,,,
3/16/2020,Sta Env,2099242,SE200239,5,E,Parsons Archer,Mens restroom,repair,hot water heater,,completed,3/25/2020,,,
3/16/2020,Sta Env,2099247,SE200240,4,L,Canarsie Rockaway Parkway,Mens restroom,repair,broken hand dryer,,completed,5/2/2020,,,
3/16/2020,Sta Env,2099252,SE200241,4,L,Canarsie Rockaway Parkway,Dispatchers office,repair,broken light bulbs,,completed,3/19/2020,,,
3/16/2020,Sta Env,2099249,SE200242,4,L,Canarsie Rockaway Parkway,Platform,repair,broken light bulbs,,completed,6/16/2020,,,
3/16/2020,Sta Env,2100858,SE200243,4,C,Franklin Avenue,2 Track,repair,broken light by 10 car marker ,,completed,3/19/2020,,,
3/16/2020,Sta Env,2100862,SE200244,4,C,Howard Beach,RTO Quarters,repair,sink faucet broken,,completed,3/20/2020,,,
3/16/2020,Sta Env,2100879,SE200245,5,7,34 Street Hudson Yards,Supt. Office,repair,electrical outlet not working,,completed,3/18/2020,,,
3/16/2020,Sta Env,2100880,SE200246,5,7,Main Street,Crew Room,repair,hot water heater,,completed,3/25/2020,,,
3/16/2020,MOW,4200217,M20049,5,E,Queensboro Plaza Master Tower,Dispatchers office,repair,broken light,,completed,4/24/2020,,,
3/17/2020,Sta Env,2104562,SE200247,2,4,Utica Avenue,Several Locations,repair,4 broken thermostats,,completed,6/10/2020,,,
3/17/2020,Sta Env,2104647,SE200248,4,L,Canarsie Rockaway Parkway,Mens & Womens restroom,install ,new electric hand dryers,,completed,5/27/2020,,,
3/17/2020,Sta Env,2043107,SE200249,3,Q/FS,Prospect Park,Unisex Restroom,repair,clogged toilet & uncovered pipe,,completed,3/16/2020,,,
3/18/2020,MOW,N/A,M20050,4,J,East New York Yard,Mens restroom,repair,clogged toilet,,completed,3/19/2020,,,
3/18/2020,security,N/A,SEC2001,2,4,Woodlawn,Crew room,repair,door lock,,completed,3/20/2020,,,
3/19/2020,Sta Env,N/A,SE200250,4,J,Broadway Junction,Dispatcher office,replace,door lock,,cancelled,3/19/2020,,,
3/19/2020,Sta Env,2106889,SE200251,5,G,Hoyt Schermerhorn,Tower,repair,loud humming noise from electical box,,completed,3/22/2020,,,
3/19/2020,Sta Env,2106911,SE200252,2,4,Woodlawn,Dispatcher office,replace,broken door handle,,completed,5/20/2020,,,
3/19/2020,Sta Env,2106915,SE200253,5,F,179 Street,Crew Reporting Center,repair,no hot water,,completed,4/2/2020,,,
3/20/2020,MOW,4200227,M20051,Sub C,Sub C,Prospect Park Flagging,Sheet & equipment room,repair,light switch,,completed,4/24/2020,,,
3/20/2020,MOW,200057,M20052,5,E,Queensboro Plaza Master Tower,Men & Women restroom,install ,2 exhaust fans needed,,completed,3/6/2021,,,
3/20/2020,MOW,4200230,M20053,5,E,Queensboro Plaza Master Tower,Men's Locker Room,replace,2 windows screens,,completed,5/28/2020,,,
3/20/2020,Sta Env,N/A,SE200254,3,R,95 Street,Crew room,repair,push code lock not working,,completed,4/1/2020,,,
3/20/2020,Sta Env,2120102,SE200255,2,4,Woodlawn,Women Restroom,repair,toilet continuously flushing,,completed,3/24/2020,,,
3/20/2020,Sta Env,2120103,SE200256,5,7,34 Street Hudson Yards,Superintendents office,repair,electrical outlet failure,,completed,5/28/2020,,,
3/20/2020,Sta Env,2118312,SE200257,2,3,148 Street,Crew room,repair,floor drains backing up,,completed,3/20/2020,,,
3/23/2020,Sta Env,2120827,SE200258,1,2,Flatbush Avenue,Crew room Track 3,repair,"loose sink drain, faucet continuously running",,completed,4/29/2020,,,
3/23/2020,Sta Env,2120925,SE200259,5,G,Court Square,Women Restroom,repair,clogged and overflowing toilet,,completed,5/4/2020,,,
3/23/2020,MOW,4200232,M20054,2,3,Livonia Yard,Mens restroom,repair,clogged sink,,completed,4/24/2020,,,
3/23/2020,MOW,4200233,M20055,2,3,Livonia Yard,3rd floor,repair,lights out,,completed,4/24/2020,,,
3/23/2020,Quench,12838824,Q20012,2,3,148 Street,Dispatcher & Crew Room,replace,filter change for coolers Q0092988 & Q0092992,,completed,5/20/2020,,,
3/23/2020,Sta Env,2120934,SE200260,4,L,14 Street 8 Avenue,Superintendents office,repair,600V heater not working,,completed,4/1/2020,,,
3/24/2020,Sta Env,N/A,SE200261,2,4,Utica Avenue,Dispatchers office,cleaning,exhaust fan,,"Closed, referred to line supt.",3/24/2020,,,
3/24/2020,Bergen,N/A,B20026,5,F,Forest Hills 71 Avenue Continental,Superintendent Office,fabricate,plaque for Darryl L.  Gause,,completed,6/10/2020,,,
3/24/2020,Sta Env,161960,SE200262,5,E,Parsons Archer,Several Locations,repair,no hot water,,completed,3/25/2020,,,
3/24/2020,Sta Env,2121735,SE200263,Sub C,Sub C,Chambers Street Flagging Quarters,Women restroom,repair,broken handle,,completed,4/1/2020,,,
3/24/2020,sta Env,162691,SE200264,4,A,59 Street,Master Tower,repair,clogged toilet,,completed,3/25/2020,,,
3/25/2020,MOW,N/A,M20056,4,A,Far Rockaway,Parking lot,replace,5 light bulbs out,,completed,3/25/2020,,,
3/26/2020,Sta Env,2127581,SE200265,5,E,Parsons Archer,Crew Reporting Center,repair,door lock not engaging,,completed,4/1/2020,,,
3/26/2020,Sta Env,2127592,SE200266,5,E,Parsons Archer,Supply Room,replace,door lock not working,,completed,4/1/2020,,,
3/26/2020,Sta Env,2156339,SE200267,4,A,207 Street,TSS room,repair,door lock sticking,,completed,6/9/2020,,,
3/27/2020,EMD,97802,EMD20003,3,Q,96 Street 2 Avenue,Master Tower,repair,emergency exit door #508 not closing/locking,,completed,4/1/2020,,,
3/27/2020,Sta Env,163116,SE200268,2,4,Utica Avenue,Mens Restroom,repair,clogged/overflowing toilet,,"closed, 2nd request  made",3/30/2020,,,
3/30/2020,Sta Env,2129136,SE200269,4,J,Parsons Archer,Dispatcher office & restrooms,repair,ceiling leak,,completed,5/20/2020,,,
3/30/2020,Sta Env,163359,SE200270,2,4,Utica Avenue,Mens restroom,repair,"clogged/overflowing toilet, 2nd request (see SE200268)",,completed,4/1/2020,,,
3/31/2020,Sta Env,2137989,SE200271,5,7,Main Street,Superintendent's office,repair,fluorescent light needs replacing,,completed,4/1/2020,,,
3/31/2020,Sta Env,2137987,SE200272,Sub C,Sub C,125 Street Flagging Quarters,Kitchen/ Crew room,repair,loose/leaking faucet,,completed,5/1/2020,,,
3/31/2020,Exterminator,N/A,E20011,5,7,Main Street,Womens locker room,exterminate,rodents,,completed,4/22/2020,,,
4/2/2020,MOW,N/A,M20057,Sub C,Sub C,Jackson Avenue Flagging Quarters,Flagging quarters,install ,lock on double doors for closing of office 4/6/20,,completed,4/3/2020,,,
4/2/2020,Sta Env,2140585,SE200273,4,A,Lefferts Boulevard,Crew Room,repair,"water leaking from ceiling, ceiling tiles damaged",,closed unfounded,5/27/2020,,,
4/2/2020,Sta Env,164364,SE200274,4,A,Lefferts Boulevard,"station platform, track level",repair,clogged drain pipe,,completed 4/10/20,,,,
4/6/2020,Exterminator,N/A,E20012,3,N,86 Street,Unisex restroom,exterminate,Drain flies,,completed,4/10/2020,,,
4/6/2020,Sta Env,2152850,SE200275,3,Q,Stillwell Avenue,crew room,repair,clogged slop sink,,completed,4/23/2020,,,
4/6/2020,Sta Env,2152855,SE200276,1,2,Flatbush Avenue,crew room,reapir,broken door handle,,completed,5/20/2020,,,
4/6/2020,Sta Env,361824,SE200277,3,N,86 Street,Unisex Restroom,exterminate,drain flies,,referred to exterminator,4/6/2020,,,
4/7/2020,Vent cleaning,N/A,V2008,2,4,Utica Avenue,Dispatcher Lower,cleaning,vent cleaning ,,closed,4/28/2020,,,
4/7/2020,Sta Env,2152857,SE200278,5,F,Jay Street,Unisex Restroom,repair,leaking faucet,,completed,4/13/2020,,,
4/8/2020,Sta Env,2156343,SE200279,4,M,Metropolitan Avenue,Mens restroom,repair,leaking faucet,,completed,4/9/2020,,,
4/10/2020,EMD,344414,EMD20004,3,Q,Stillwell Avenue,Dispatcher office,replace,phone cord,,completed,4/11/2020,,,
4/10/2020,MOW,362075,M20058,4,A,Far Rockaway,Parking lot,repair,broken gate,,completed,5/7/2020,,,
4/10/2020,Sta Env,2181066,SE200280,4,A,Far Rockaway,Womens Restroom,replace,4 broken lights,,completed,4/29/2020,,,
4/10/2020,Sta Env,2156775,SE200281,3,R,Forest Hills 71 Avenue Continental,Crew room,repair,loose/hanging door cabinet,,completed,7/27/2020,,,
4/10/2020,Sta Env,2156779,SE200282,3,D,Stillwell Avenue,Dispatchers Office,repair,broken double cylinder deadbolt,,completed,7/28/2020,,,
4/10/2020,Sta Env,2156810,SE200283,1,5,East 180 street,Dispatchers Office,repair,broken door sweep,,completed,4/25/2020,,,
4/13/2020,Bergen,N/A,B20027,Sub C,Sub C,Westchester Yard,TSS room,fabricate,"4""x 8"" plexiglas ",,,,,,
4/14/2020,EMD,304014,EMD20005,2,6,Westchester Yard,Tower,repair,TW/O phone lines 5340 & 5341,,completed,4/15/2020,,,
4/14/2020,Ozone ,BM-43075,OZ20005,Sub C,Sub C,38 Street Yard ,Various locations,fabricate,"20 pieces of plexglass, dry wall screws & 7 1/4 "" saw blade",,completed,4/15/2020,,,
4/14/2020,Ozone ,BM-43076,OZ20006,Sub C,,Westchester Yard,Various locations,fabricate,"20 pieces of plexglass, dry wall screws & 7 1/4 "" saw blade",,completed,4/30/2020,,,
4/16/2020,Sta Env,2169593,SE200284,Sub C,Sub C,Church Avenue Flagging Quarters,Flagging quarters,replace,door locks,,completed,4/27/2020,,,
